EmployeeID,DateOfHire,DateOfBirth,Gender,Department,JobTitle,EmploymentStatus,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
47962,26-11-2024,05-11-2005,Non-Binary,HR,Sports development officer,Active,338,Steven Waller,Director,1,10,4,51648.47,19341.38,3,2,65,39,9,Walk-in,4.43,,,,Arun S,48,4,19,Yes,0,2.43,Low,Diverse,98.91,1768.77,10,Yes,44,2.25
47963,17-10-2022,29-08-2000,Non-Binary,HR,Sports development officer,Active,187,Scott Parks,Manager,16,8,2,56046.69,9935.62,5,2,85,40,20,Recruiter,4.82,,,,Thomas G,23,5,8,Yes,2,1.86,Low,Non-Diverse,79.8,8873.28,14,No,41,4.81
47964,14-07-2019,27-02-1991,Female,IT,Public house manager,Active,721,Courtney Reynolds DVM,VP,3,9,5,73814.71,19268.89,4,2,83,44,5,Job Board,1.13,,,,Patrick,21,4,17,No,2,2.73,Low,Diverse,67.4,6031.34,44,No,40,6.32
47965,03-03-2017,15-03-1974,Female,Sales,Waste management officer,Active,1,James Alvarez,VP,18,3,1,68577.26,8366.38,7,4,1,26,3,Recruiter,1.8,,,18-08-2019,Thomas G,44,4,3,Yes,1,1.39,Low,Non-Diverse,50.01,4438.65,53,No,48,7.1
47966,27-01-2018,31-07-1970,Non-Binary,Sales,Multimedia specialist,Terminated,129,Scott Howard,Manager,3,18,5,117564.87,5684.6,10,1,81,34,5,Referral,1.04,25-10-2021,None,,Arun S,7,3,4,Yes,1,3.26,Medium,Non-Diverse,80.4,6586.11,49,No,49,1.92
47967,09-09-2016,02-12-1990,Non-Binary,HR,Patent examiner,Terminated,41,Dylan Kelley,Director,15,1,3,87229.66,16553.21,0,0,79,37,18,Job Board,3.52,23-12-2017,Layoff,14-05-2022,Patrick,17,2,7,Yes,0,2.06,Medium,Diverse,85,7435.8,20,Yes,48,8.3
47968,13-09-2023,02-05-1993,Female,Marketing,"Secretary, company",On Leave,406,Rebecca Hunt,Director,13,8,5,98752.16,3251.12,1,9,54,10,20,Job Board,3.1,,,,Thomas G,18,4,6,Yes,3,1.37,High,Diverse,96.45,8504.43,11,No,42,6.12
47969,26-05-2024,13-11-1987,Non-Binary,HR,Petroleum engineer,Terminated,239,Cassandra Shaw,Manager,8,4,3,84180.92,5858.36,4,4,3,45,14,Referral,4.4,15-12-2024,Layoff,,Patrick,33,3,5,No,2,1.26,Medium,Diverse,70.49,7455.29,41,Yes,48,6.42
47970,20-04-2021,04-02-1959,Male,HR,Oceanographer,On Leave,787,Amy Fletcher,Director,12,15,4,65721.61,9721.07,10,3,57,35,2,Referral,2.3,,,,Arun S,32,4,6,Yes,4,3.03,High,Non-Diverse,57.99,6526.89,8,Yes,32,8.9
47971,19-10-2017,05-07-1973,Male,IT,"Therapist, horticultural",Active,861,James Serrano,VP,0,6,2,115796.07,19066.88,0,2,66,24,6,Job Board,2.14,,,,Patrick,33,0,0,Yes,1,3.96,Medium,Diverse,87.89,7577.05,6,No,46,9.82
47972,17-07-2019,15-03-1983,Non-Binary,IT,Television/film/video producer,Terminated,253,Brett Walker,Manager,0,15,3,60828.36,3241.36,10,6,89,22,4,Walk-in,4.54,21-03-2022,Resignation,22-02-2024,Arun S,10,3,8,Yes,3,1.55,Low,Non-Diverse,60.76,9130.44,51,No,37,2.68
47973,13-09-2022,25-07-1998,Female,IT,"Engineer, petroleum",Terminated,644,Christy Walton,Director,14,8,1,106554.66,17590.93,4,2,10,49,4,Job Board,3.98,15-07-2024,Layoff,06-03-2024,Patrick,41,3,12,Yes,5,2.19,Medium,Non-Diverse,81.18,8123.27,53,Yes,45,2.04
47974,05-07-2018,28-07-1981,Non-Binary,Finance,"Therapist, nutritional",On Leave,756,Chad Cooper,Manager,14,17,5,42899.47,12254.15,4,6,2,3,1,Walk-in,3.12,,,22-07-2022,Thomas G,12,4,17,No,2,4.83,Medium,Non-Diverse,82.18,8843.26,30,No,39,2.41
47975,17-01-2022,21-06-1969,Male,Sales,Civil Service administrator,Terminated,315,Becky Taylor,VP,2,15,1,74616.08,6082.8,3,2,7,49,20,Recruiter,3.57,17-03-2023,Layoff,,Arun S,28,1,20,Yes,0,2.91,Medium,Diverse,95.97,7571.83,47,Yes,34,2.53
47976,25-01-2021,17-05-1973,Female,Sales,Equities trader,Active,129,Traci Rodgers,VP,0,14,2,41899.13,16038.93,5,3,90,40,3,Referral,4.8,,,12-06-2022,Arun S,37,5,17,Yes,5,3.99,Low,Non-Diverse,53.71,1505.92,46,Yes,55,6.46
47977,18-12-2021,17-07-2002,Non-Binary,Sales,Tax inspector,Active,40,Cynthia Harrington,Director,18,10,4,36410.01,4884.62,1,1,53,1,13,Walk-in,1.83,,,,Thomas G,11,4,1,No,0,3.89,Low,Diverse,92.59,4502.95,60,Yes,51,7.57
47978,22-11-2015,15-11-1969,Male,HR,Operational researcher,On Leave,374,Tiffany Hernandez,Director,11,10,1,67030.64,8568.05,2,6,14,16,5,Recruiter,3.4,,,,Arun S,42,2,13,No,1,2.79,High,Non-Diverse,98.63,7543.97,34,No,58,2.77
47979,17-12-2023,30-03-1985,Non-Binary,Marketing,Outdoor activities/education manager,On Leave,591,Vincent Huynh,Director,8,17,4,96276.34,19752.55,7,7,69,0,0,Walk-in,3.2,,,19-08-2024,Thomas G,40,1,3,Yes,1,3.87,Low,Non-Diverse,78.5,4681.92,11,No,30,3.98
47980,17-01-2017,05-10-1966,Female,Sales,"Conservation officer, nature",Terminated,862,Victor Carter,Director,20,11,5,65977.46,4611,7,1,1,25,15,Walk-in,3.89,29-01-2022,None,,Arun S,5,1,20,Yes,2,4.39,Medium,Non-Diverse,80.57,4981.53,6,Yes,34,3.76
47981,16-08-2018,22-02-1998,Male,IT,Media planner,On Leave,925,Michael Lam,Director,9,9,1,68188.13,11310.23,0,8,78,13,1,Walk-in,4.59,,,27-01-2025,Thomas G,36,1,19,No,5,3.06,Medium,Non-Diverse,83.83,6766.9,48,No,56,3.17
47982,13-04-2017,06-06-1989,Male,IT,Sports therapist,Terminated,425,Peter Sanchez,VP,2,5,4,58316.9,15689.42,8,9,78,18,12,Referral,3.92,10-09-2019,Layoff,,Arun S,33,2,19,No,1,4.07,Medium,Non-Diverse,50.11,3918.85,19,Yes,42,1.99
47983,15-02-2016,05-08-2002,Non-Binary,Sales,Trading standards officer,Terminated,960,Adam Boyd,VP,15,3,1,84570.65,5015.39,1,8,76,41,12,Job Board,4.24,13-01-2022,Resignation,25-02-2018,Thomas G,22,1,16,Yes,0,4.3,High,Diverse,69.66,7366.5,53,No,56,2.07
47984,05-11-2017,06-02-1965,Female,Marketing,Textile designer,Active,705,Michael Herrera,Director,1,11,1,51996.45,10750.69,10,3,45,0,6,Job Board,1.97,,,,Patrick,42,2,8,No,3,2.6,High,Diverse,62.61,6689.98,40,Yes,34,5.13
47985,25-07-2020,28-02-1990,Non-Binary,Marketing,Fisheries officer,On Leave,475,Crystal Williams,Director,12,19,4,87408.74,17646.67,9,0,6,38,15,Walk-in,2.82,,,,Patrick,10,5,6,No,1,3.69,Low,Non-Diverse,61.3,1167.7,32,No,47,5.94
47986,03-11-2022,24-01-1968,Non-Binary,Sales,"Scientist, water quality",On Leave,515,Richard Palmer MD,Director,18,1,2,36721.11,18393.06,5,3,22,31,20,Recruiter,3.77,,,,Thomas G,49,1,3,Yes,3,1.57,High,Non-Diverse,65.78,9440.47,48,No,44,9.48
47987,18-04-2023,16-02-1963,Male,HR,Broadcast journalist,On Leave,996,Michelle Becker,Director,6,19,4,71754.08,17446.24,7,7,3,49,14,Job Board,1.81,,,17-06-2024,Arun S,33,1,4,No,4,2.12,Low,Diverse,70.03,8663.32,44,Yes,59,3.44
47988,20-07-2021,09-12-1982,Male,Finance,Early years teacher,Terminated,739,Brandon Hill,VP,4,17,4,101249.23,6543.48,9,4,34,10,11,Recruiter,3.7,27-02-2022,Layoff,09-04-2022,Patrick,18,4,4,Yes,5,1.27,High,Diverse,59.64,1462.12,45,Yes,33,1.27
47989,07-06-2017,15-02-1970,Female,HR,Fisheries officer,On Leave,312,Michael Nguyen,VP,10,0,4,31741.21,6397.09,9,1,35,3,17,Job Board,4.18,,,,Arun S,5,0,20,No,4,2.26,High,Non-Diverse,84.43,6041.17,48,No,47,1.63
47990,25-04-2021,20-06-1963,Female,IT,Electronics engineer,Active,965,Scott Hardy,VP,20,4,3,94600.64,6171.27,7,5,59,4,3,Referral,2.49,,,20-05-2023,Patrick,43,5,2,Yes,3,2.03,High,Non-Diverse,58.11,1801.04,10,Yes,56,9.2
47991,02-09-2023,04-08-1969,Non-Binary,Marketing,"Buyer, retail",Terminated,773,Lori Mitchell,Director,18,2,4,59864.13,2898.08,0,2,97,12,11,Walk-in,4.15,18-06-2024,None,,Patrick,18,0,2,Yes,5,4.61,Low,Diverse,69.61,3925.69,39,Yes,31,1.43
47992,05-09-2019,28-06-1982,Female,Finance,"Surveyor, quantity",Active,708,Tony Scott,Manager,1,15,1,106747.9,5316.39,7,0,70,30,4,Walk-in,3.4,,,,Arun S,50,3,7,Yes,0,2.72,Medium,Non-Diverse,69.02,6843.35,9,Yes,44,6.13
47993,15-11-2023,04-03-1975,Female,IT,"Pilot, airline",On Leave,616,Alexander Nguyen,Director,19,17,1,65553.08,19178.4,7,3,25,15,1,Walk-in,4.47,,,26-03-2024,Patrick,24,0,18,No,4,4.57,Low,Diverse,96.22,9450.95,13,No,52,3.67
47994,20-06-2020,13-07-1966,Female,IT,Chartered loss adjuster,Active,946,Christopher Potter,Director,19,4,1,114557.17,18954.44,0,1,10,36,5,Recruiter,2.65,,,,Patrick,29,5,4,No,3,2.19,High,Diverse,85.09,7217.39,25,No,41,7.22
47995,04-02-2017,09-03-1969,Female,Finance,Research scientist (life sciences),On Leave,962,Douglas Phillips,VP,13,12,3,39067.65,16300.45,3,3,16,26,7,Walk-in,4.07,,,11-03-2023,Patrick,34,0,6,Yes,3,2.1,Low,Non-Diverse,97.44,8654.26,17,Yes,33,1.39
47996,08-06-2024,20-03-2002,Non-Binary,Marketing,Site engineer,On Leave,92,Jackie Bender,Director,8,1,1,107219.06,4688.89,3,0,52,26,1,Walk-in,4.73,,,11-11-2024,Thomas G,22,0,5,No,4,3.65,High,Non-Diverse,74.06,3243.95,6,Yes,49,6.84
47997,07-11-2020,01-06-1981,Female,IT,Occupational hygienist,Terminated,119,Willie Tate,Director,18,7,3,101404.57,15627.36,8,1,31,3,7,Job Board,3.06,12-06-2021,Resignation,,Patrick,10,0,9,No,5,3.18,High,Non-Diverse,61.06,7445.53,13,Yes,44,9.82
47998,14-05-2017,23-02-1968,Female,IT,"Pharmacist, community",On Leave,255,Carmen Martinez,VP,5,1,3,60683.53,13703.87,1,1,71,42,20,Recruiter,3.32,,,,Patrick,43,0,2,No,3,1.5,High,Non-Diverse,92.56,2217.19,57,Yes,31,9.01
47999,02-01-2025,22-11-2005,Male,Marketing,Immunologist,Terminated,367,Brittany Braun,VP,3,13,2,52156.75,779.54,1,10,2,3,17,Referral,3,23-01-2025,Retirement,28-01-2025,Arun S,7,5,9,Yes,2,1.71,High,Non-Diverse,65.89,4180.18,23,No,43,1.18
48000,19-08-2020,28-01-2005,Male,IT,Statistician,Terminated,211,David Adams,VP,3,0,1,96168.98,5444.4,10,10,57,26,11,Recruiter,3.26,23-02-2024,Resignation,19-12-2023,Thomas G,42,3,8,Yes,1,4.26,High,Diverse,91.79,8726.45,52,Yes,52,2
48001,26-12-2016,20-12-2003,Male,IT,Insurance broker,Active,953,Katherine Roberts,VP,11,8,4,119499.75,8698.76,5,7,47,41,2,Walk-in,3.32,,,14-11-2023,Thomas G,32,1,1,Yes,5,3.36,High,Diverse,73.17,5387.44,55,No,30,8.41
48002,10-05-2024,30-04-1963,Male,Sales,Dealer,On Leave,295,Wayne Becker,Director,6,9,3,66678.31,9838.08,0,2,12,16,20,Job Board,3.38,,,29-12-2024,Thomas G,9,0,7,No,3,4.3,High,Diverse,95.66,6393.27,38,Yes,52,8.91
48003,03-04-2021,15-06-1993,Female,HR,"Designer, television/film set",On Leave,507,Abigail King,VP,6,20,4,41712.29,3895.87,7,7,27,22,14,Referral,2.36,,,19-06-2023,Patrick,40,0,8,No,4,2.95,Low,Diverse,81.36,2345.22,12,No,48,6.12
48004,26-02-2018,23-07-1961,Female,Finance,Astronomer,On Leave,213,Ms. Jennifer Barker,Director,7,2,2,80161.05,1066.39,1,7,74,43,20,Walk-in,4.85,,,30-09-2022,Patrick,19,1,4,No,0,3.2,Low,Diverse,98.85,8337.85,11,Yes,55,2.78
48005,12-05-2016,29-09-1985,Non-Binary,HR,"Production designer, theatre/television/film",Terminated,847,Penny Hughes,Director,13,6,1,36765.85,4909.6,1,4,31,7,17,Walk-in,3.92,28-06-2024,Retirement,,Arun S,26,3,8,Yes,1,1.53,High,Non-Diverse,63.16,7688.09,36,No,30,1.01
48006,09-03-2022,13-11-1994,Female,IT,Race relations officer,Active,576,Frank Foley,VP,18,13,5,43659.24,12433.6,1,7,95,17,0,Recruiter,2.71,,,,Thomas G,38,5,11,No,0,2.09,High,Non-Diverse,89.36,4630.24,5,No,49,7.46
48007,28-10-2016,18-11-1978,Female,Finance,Contracting civil engineer,On Leave,770,Jennifer Jenkins,VP,4,17,2,84210.67,16070.95,5,3,63,46,18,Walk-in,1.86,,,07-06-2019,Thomas G,35,2,6,Yes,1,3.41,Medium,Non-Diverse,77.92,4198.35,22,Yes,43,6
48008,28-04-2022,14-02-1964,Female,Finance,"Physicist, medical",Terminated,577,Rita Brown,Director,3,0,3,39016.13,8972.62,8,4,90,19,7,Recruiter,1.77,28-08-2024,Retirement,,Thomas G,44,5,17,No,3,1.2,Medium,Diverse,79.47,4805.56,55,Yes,37,8.69
48009,11-08-2019,20-01-1966,Female,IT,Probation officer,On Leave,777,Pamela Lee,Manager,9,3,3,44474.15,16297.73,7,9,88,18,0,Referral,4.28,,,31-12-2021,Thomas G,30,5,8,No,5,2.71,Low,Non-Diverse,80.44,5965.87,6,No,48,9.97
48010,01-07-2016,28-08-1963,Female,HR,Farm manager,On Leave,931,Cole Walker,Director,20,11,4,50220.04,6411.99,7,7,71,13,9,Recruiter,1.99,,,23-02-2021,Thomas G,39,5,7,No,2,1.31,Medium,Diverse,65.25,7146.72,7,No,59,8.07
48011,28-03-2015,15-11-2002,Non-Binary,IT,Commercial horticulturist,On Leave,360,Ashley Gonzales,Manager,15,15,3,48645.8,9085.56,1,10,52,13,1,Walk-in,1.84,,,23-12-2015,Thomas G,10,3,8,No,0,1.93,High,Diverse,61.2,1380.4,17,No,36,8.79
48012,14-04-2015,27-06-2006,Male,Sales,Legal executive,Active,338,Joseph Potter,VP,3,11,5,105719.38,1632.59,0,1,63,9,1,Job Board,4.19,,,,Patrick,30,1,2,Yes,3,3.38,Low,Diverse,82.63,3544.88,55,No,48,2.13
48013,16-11-2020,25-01-1977,Non-Binary,Finance,Further education lecturer,Active,442,Katherine Marquez,VP,20,5,2,70716.92,7063.17,0,3,48,26,20,Job Board,2.4,,,10-04-2024,Thomas G,28,5,5,Yes,5,2.16,Low,Non-Diverse,58.69,3161.02,35,No,60,5.17
48014,26-01-2025,31-10-1991,Male,IT,Local government officer,Active,113,Mary Williamson,VP,4,20,2,41828.13,11602.5,6,1,45,5,10,Recruiter,1.67,,,29-01-2025,Thomas G,40,4,9,No,0,3,Low,Non-Diverse,89.06,3397.1,49,No,31,3.52
48015,22-10-2021,27-03-1988,Female,Finance,"Nurse, children's",On Leave,384,Jamie Meadows,Director,9,15,2,33310.91,5027.92,1,10,8,29,20,Recruiter,2.89,,,25-11-2022,Patrick,44,0,4,Yes,2,4.24,Low,Diverse,50.11,5151.35,47,Yes,40,3.9
48016,05-04-2024,15-01-1992,Non-Binary,Finance,Manufacturing systems engineer,Terminated,121,Jacob Harris,Manager,16,12,5,94519.29,5655.22,9,6,82,15,16,Walk-in,1.66,07-08-2024,Resignation,,Patrick,30,4,4,Yes,3,1.62,High,Non-Diverse,65.84,4379.23,35,Yes,39,6.87
48017,14-01-2021,18-01-1966,Female,Finance,"Designer, multimedia",On Leave,543,Megan Bauer,Director,17,3,1,44772.4,17549.15,8,0,37,27,18,Walk-in,2.7,,,,Thomas G,13,2,15,Yes,4,2.78,Medium,Diverse,95.25,5793.93,21,No,36,8.01
48018,24-12-2017,01-08-1973,Male,Marketing,"Clinical scientist, histocompatibility and immunogenetics",On Leave,320,Jose Blackburn,Director,13,5,3,112222.02,1401.63,5,8,32,33,12,Recruiter,3.63,,,09-11-2021,Thomas G,22,1,10,No,2,3.66,High,Diverse,68.19,4806.92,11,No,50,2.29
48019,21-10-2015,23-03-1982,Non-Binary,Marketing,Health promotion specialist,Terminated,53,Cody Sparks,Director,13,9,2,87663.78,13356.41,10,6,46,41,3,Walk-in,2.9,08-06-2018,Resignation,14-04-2017,Patrick,37,1,7,No,4,4.69,High,Non-Diverse,98,2621.72,40,No,54,4.18
48020,29-04-2019,19-04-1980,Non-Binary,HR,"Engineer, biomedical",Active,653,Troy Peters,Director,10,14,3,48145.66,693.15,10,1,81,47,18,Recruiter,3.41,,,09-05-2019,Arun S,27,3,11,Yes,2,4.17,High,Non-Diverse,95.58,3426.29,44,No,40,2.95
48021,10-12-2021,28-12-1980,Female,HR,"Administrator, Civil Service",Active,878,Michele Perez,Manager,16,8,3,33749.06,17053.62,6,0,83,27,14,Job Board,1.66,,,25-11-2024,Arun S,44,0,6,Yes,2,4.17,Low,Diverse,61.82,6013.48,39,Yes,32,7.15
48022,23-11-2023,16-01-1995,Male,Sales,"Conservation officer, historic buildings",Active,822,Gregory Johnson,VP,6,16,5,81907.77,10067.54,9,1,24,17,4,Walk-in,2.7,,,,Arun S,8,1,13,No,5,3.41,High,Diverse,88.46,1638.9,22,Yes,38,6.65
48023,03-06-2020,19-05-1989,Male,Sales,Pathologist,Terminated,168,Elizabeth Murillo,Director,7,13,5,59092.15,15341.72,6,7,17,50,7,Referral,4.6,29-06-2022,None,,Thomas G,41,1,10,Yes,4,3.87,High,Non-Diverse,80.22,8017.36,28,Yes,58,7.01
48024,24-07-2023,30-01-1984,Male,HR,Geophysical data processor,Terminated,172,Robert Woods,Manager,20,6,1,55838.73,7690.99,8,3,88,4,20,Walk-in,1.09,22-06-2024,Resignation,,Patrick,15,5,3,Yes,1,4.95,Low,Non-Diverse,65.59,5580.49,57,No,38,5.94
48025,21-07-2016,23-09-1960,Non-Binary,HR,"Engineer, mining",Active,310,Karen Lee,Manager,2,19,5,44216.46,10811.49,7,0,79,26,14,Walk-in,2.53,,,08-06-2021,Arun S,13,1,19,No,1,1.62,Medium,Non-Diverse,83.94,8800.64,47,No,53,3.75
48026,19-02-2015,09-01-1975,Male,Marketing,"Therapist, occupational",Terminated,728,Thomas Hernandez,Director,9,1,1,48808.95,3732.39,8,2,44,19,13,Walk-in,3.22,01-09-2022,Resignation,,Patrick,16,3,16,Yes,3,3.65,Medium,Non-Diverse,62.03,8672.04,53,Yes,31,6.58
48027,30-01-2025,30-10-1988,Female,Finance,Industrial/product designer,On Leave,482,Sarah Day,Director,12,11,5,55793.4,11611.29,0,6,78,14,12,Recruiter,2.74,,,30-01-2025,Patrick,25,3,9,Yes,1,3.18,Medium,Non-Diverse,84.86,2670.5,51,No,50,5.53
48028,15-01-2021,20-02-1960,Female,HR,Visual merchandiser,Terminated,333,Matthew Scott,Director,20,15,1,75855.63,2342.28,9,5,76,2,16,Walk-in,2.55,14-03-2022,Resignation,11-02-2023,Patrick,26,3,11,Yes,0,3.62,Low,Diverse,58.98,6627.88,36,Yes,53,3.05
48029,09-03-2021,23-05-1992,Female,Sales,Transport planner,Terminated,95,Teresa Swanson,Director,7,4,5,86134.84,14007.8,10,8,73,16,6,Recruiter,4.3,26-08-2024,None,02-08-2021,Thomas G,50,5,17,No,3,3.47,High,Non-Diverse,95.56,2224.99,44,No,50,3.49
48030,26-03-2020,02-01-2004,Non-Binary,Marketing,Theatre manager,Terminated,479,Anthony Sharp,VP,12,15,2,98970.42,17366.43,8,5,85,45,6,Job Board,4.7,16-02-2022,None,15-07-2021,Patrick,12,0,1,Yes,1,4.39,Medium,Diverse,66.08,8729.02,50,Yes,36,1.76
48031,28-04-2016,12-09-1991,Female,HR,"Doctor, hospital",Terminated,431,Kylie Stewart,Manager,8,16,5,98936.15,18378.54,7,8,86,4,4,Walk-in,1.23,18-07-2024,None,,Thomas G,25,2,6,No,3,3.77,High,Non-Diverse,77.2,9944.64,53,No,39,3.3
48032,25-10-2018,17-07-1987,Non-Binary,Finance,Contractor,On Leave,34,Andrea Heath,Director,20,20,5,31549.86,18338.2,2,9,30,3,3,Recruiter,2.7,,,07-06-2019,Patrick,49,1,5,No,2,2,Medium,Diverse,51.63,9056.25,41,Yes,57,1.75
48033,05-12-2023,10-12-1994,Female,HR,Pathologist,Active,705,Amanda King DDS,Director,4,0,5,95427.16,11327.56,9,0,1,28,16,Walk-in,2.16,,,15-12-2024,Patrick,22,2,6,No,0,4.46,High,Diverse,52.35,9175.97,17,No,55,1.76
48034,25-05-2019,08-01-1997,Female,Sales,Hydrographic surveyor,Terminated,983,Thomas Holland,Manager,10,3,1,79838.76,12757,10,10,25,45,6,Walk-in,4.83,17-06-2024,Resignation,07-09-2019,Patrick,40,4,3,No,1,4.71,Medium,Non-Diverse,97.27,6314.28,39,No,55,7.59
48035,07-10-2018,05-12-2005,Non-Binary,Marketing,Catering manager,On Leave,145,Steven Allen,Director,13,14,1,95738.73,6567.8,9,8,60,44,20,Referral,3.08,,,28-10-2023,Thomas G,16,5,3,Yes,4,4.94,Medium,Non-Diverse,74.86,3559.89,23,No,51,8.62
48036,16-04-2021,03-03-1962,Female,Marketing,Operational researcher,On Leave,88,Alexandria Fisher,Director,3,11,2,82267.55,4529.67,8,9,23,6,15,Referral,1.37,,,24-12-2023,Patrick,28,0,17,Yes,2,2.39,Low,Diverse,89.41,7031.53,14,Yes,44,7.66
48037,17-11-2021,19-07-2000,Non-Binary,Marketing,Prison officer,Active,23,Zachary Boone,Director,5,8,2,83265.39,17513.62,4,7,40,42,3,Walk-in,2.61,,,,Patrick,40,2,20,Yes,5,4.85,Low,Diverse,87.26,2060.72,55,Yes,46,7.22
48038,09-07-2016,12-07-1986,Female,Marketing,Community pharmacist,Terminated,129,Renee Johnson,Manager,3,16,3,119165.54,15744.43,4,1,86,17,7,Recruiter,1.58,29-08-2019,Resignation,,Patrick,22,0,16,No,5,4.64,Low,Non-Diverse,68.55,5742.97,35,Yes,46,1.18
48039,11-08-2018,05-07-1964,Male,Marketing,"Scientist, research (physical sciences)",On Leave,296,Elizabeth Harris,VP,0,7,2,93090.54,2119.56,8,10,11,32,14,Referral,4.68,,,14-03-2021,Thomas G,29,2,8,No,2,2.75,High,Diverse,99.75,6680.27,23,Yes,34,5.36
48040,29-06-2022,25-04-1992,Male,HR,Occupational hygienist,Terminated,314,Christopher Hughes,Manager,8,16,3,76521.28,6696.96,9,10,15,15,9,Walk-in,1.24,16-08-2023,Layoff,19-05-2024,Arun S,24,4,5,Yes,2,2.85,Low,Diverse,58.43,7022.56,24,Yes,44,6.17
48041,07-10-2018,30-11-1968,Female,Sales,"Surveyor, minerals",Terminated,603,Stephanie James DVM,VP,0,14,3,55119.86,4937.59,10,9,39,18,4,Job Board,1.35,20-03-2024,Retirement,,Thomas G,29,2,6,Yes,3,3.27,High,Non-Diverse,98.95,3922.91,34,No,30,4.31
48042,16-01-2020,14-10-1982,Non-Binary,HR,Nutritional therapist,Terminated,28,Haley Carney,Director,12,3,4,66643.51,18927.36,2,9,32,14,15,Recruiter,3.76,15-01-2025,Resignation,07-03-2020,Arun S,29,5,14,Yes,1,3.04,Low,Non-Diverse,83.83,5589.64,26,Yes,39,5.32
48043,18-07-2021,26-04-1964,Male,IT,Ranger/warden,Active,806,Richard Nixon DDS,Manager,3,2,4,33666.97,5407.42,7,3,28,10,1,Recruiter,4.56,,,13-04-2024,Patrick,14,4,4,Yes,2,3.39,Medium,Non-Diverse,86.18,4974.65,22,No,30,6.22
48044,30-10-2022,31-03-2003,Female,HR,"Research officer, political party",Terminated,305,Ronald Donovan,Director,20,20,2,87692.5,17411.82,4,1,60,38,20,Job Board,2.96,15-04-2024,Layoff,02-11-2024,Patrick,40,3,5,No,2,4.48,Low,Non-Diverse,85.2,7353.09,20,No,45,9.28
48045,14-06-2020,30-08-2002,Male,Finance,"Research officer, trade union",On Leave,927,Karen Pratt,Director,2,14,3,47308.27,6588,1,4,63,42,13,Job Board,4.17,,,,Thomas G,17,1,2,No,2,4.54,High,Non-Diverse,73.83,8044.12,42,No,50,7.72
48046,16-11-2019,16-08-1965,Male,Finance,"Librarian, public",Terminated,41,Mr. Carl Huynh,Manager,12,1,3,97352.28,7715.77,5,7,27,18,4,Referral,1.6,01-09-2022,Resignation,01-04-2021,Arun S,39,1,17,Yes,3,4.94,Medium,Non-Diverse,83.45,5460.12,32,Yes,40,2.73
48047,18-08-2019,13-08-1990,Male,HR,Web designer,Active,465,David Johnson,Manager,13,0,1,48012.58,5680.45,1,10,10,38,16,Walk-in,1.88,,,06-10-2019,Thomas G,23,2,15,No,1,2.46,High,Non-Diverse,60.5,8705.87,58,No,39,8.19
48048,25-01-2018,10-11-2002,Non-Binary,HR,Optometrist,Active,781,Mrs. Julie Peterson,VP,6,12,5,98682.11,11206.21,6,6,59,9,16,Job Board,4.31,,,15-01-2024,Thomas G,5,1,19,Yes,0,1.67,Low,Non-Diverse,64.57,2814.94,35,Yes,59,1.29
48049,17-02-2023,04-02-1962,Non-Binary,Finance,"Therapist, sports",On Leave,377,Beverly Ferguson,Manager,11,1,4,113381.28,8737.17,8,6,39,33,15,Walk-in,2.41,,,23-04-2023,Patrick,31,0,15,No,0,1.16,Low,Diverse,81.09,5427,48,No,46,4.39
48050,30-05-2017,10-10-1994,Female,HR,Web designer,On Leave,813,Maria Aguilar,VP,3,14,3,87404.24,4126.41,3,8,2,34,15,Walk-in,2.92,,,24-04-2019,Thomas G,20,3,3,Yes,0,1.57,High,Non-Diverse,73.44,1858.21,46,No,39,3.3
48051,01-11-2015,09-02-1987,Female,Finance,Art gallery manager,Terminated,804,Dillon Griffin,Manager,19,6,4,77193.98,17415.97,10,2,68,7,3,Walk-in,2.93,11-04-2018,Layoff,,Thomas G,48,1,19,Yes,3,4.24,High,Non-Diverse,73.4,3344.67,60,No,53,1.82
48052,15-12-2015,25-10-1994,Female,IT,"Designer, textile",On Leave,252,Dr. Lisa Green MD,VP,4,13,2,104068.58,15391.15,1,2,45,50,10,Referral,2.4,,,03-04-2020,Patrick,27,4,13,Yes,5,1.09,Medium,Diverse,54.62,4406.58,7,Yes,56,7.41
48053,02-10-2021,28-05-1965,Non-Binary,Marketing,Copy,On Leave,509,Christian Sullivan,Director,17,1,4,69500.46,10695.97,10,2,59,36,9,Referral,3.63,,,,Patrick,5,0,11,Yes,5,1.16,High,Non-Diverse,70.75,3241.31,30,No,58,6.05
48054,13-10-2015,09-07-1993,Female,Sales,Trade mark attorney,On Leave,71,Andrew Wilson,Manager,6,15,4,82448.05,12184.44,5,3,29,39,19,Walk-in,3.88,,,,Thomas G,28,5,8,Yes,3,1.54,Medium,Diverse,83.14,3964.77,33,Yes,34,7.35
